# DANE SYNTETYCZNE do nauki (wygenerowane, z wszczepionym profilem dnia).
# To NIE sa notowania zadnego brokera. Na realne dane: eksport z MT5.
czas,open,high,low,close
2026-01-23 14:00,1.0934,1.09347,1.09259,1.09259
2026-01-23 15:00,1.09259,1.09287,1.09229,1.09245
2026-01-23 16:00,1.09245,1.09257,1.09194,1.09209
2026-01-23 17:00,1.09209,1.09217,1.09148,1.09151
2026-01-23 18:00,1.09151,1.09163,1.09105,1.09114
2026-01-23 19:00,1.09114,1.0917,1.09104,1.09153
2026-01-23 20:00,1.09153,1.09185,1.09151,1.09176
2026-01-23 21:00,1.09176,1.09177,1.09154,1.09162
2026-01-23 22:00,1.09162,1.09167,1.09131,1.09141
2026-01-23 23:00,1.09141,1.09165,1.09138,1.09143
2026-01-24 00:00,1.09143,1.0915,1.09136,1.0914
2026-01-24 01:00,1.0914,1.09141,1.09126,1.09132
2026-01-24 02:00,1.09132,1.09135,1.09109,1.09112
2026-01-24 03:00,1.09112,1.09113,1.09111,1.09112
2026-01-24 04:00,1.09112,1.09118,1.09108,1.09113
2026-01-24 05:00,1.09113,1.09146,1.09112,1.09141
2026-01-24 06:00,1.09141,1.09159,1.0913,1.09155
2026-01-24 07:00,1.09155,1.09245,1.09137,1.09229
2026-01-24 08:00,1.09229,1.0923,1.09199,1.09215
2026-01-24 09:00,1.09215,1.09254,1.0919,1.09249
2026-01-24 10:00,1.09249,1.09288,1.09214,1.09254
2026-01-24 11:00,1.09254,1.0928,1.0923,1.09269
2026-01-24 12:00,1.09269,1.09296,1.09259,1.09284
2026-01-24 13:00,1.09284,1.09379,1.09279,1.0937
2026-01-24 14:00,1.0937,1.09485,1.09356,1.09461
2026-01-24 15:00,1.09461,1.09475,1.09369,1.09394
2026-01-24 16:00,1.09394,1.09401,1.09269,1.09298
2026-01-24 17:00,1.09298,1.093,1.09283,1.09289
2026-01-24 18:00,1.09289,1.09293,1.09287,1.09292
2026-01-24 19:00,1.09292,1.09308,1.09287,1.09303
2026-01-24 20:00,1.09303,1.09325,1.09296,1.09305
2026-01-24 21:00,1.09305,1.09325,1.09303,1.09323
2026-01-24 22:00,1.09323,1.09334,1.09311,1.0933
2026-01-24 23:00,1.0933,1.09371,1.09316,1.09368
2026-01-25 00:00,1.09368,1.09378,1.09364,1.09376
2026-01-25 01:00,1.09376,1.09378,1.0937,1.09374
2026-01-25 02:00,1.09374,1.0938,1.09371,1.09379
2026-01-25 03:00,1.09379,1.09383,1.09375,1.09377
2026-01-25 04:00,1.09377,1.09378,1.09372,1.09377
2026-01-25 05:00,1.09377,1.09381,1.09361,1.09362
2026-01-25 06:00,1.09362,1.0938,1.09345,1.09368
2026-01-25 07:00,1.09368,1.09392,1.09351,1.09391
2026-01-25 08:00,1.09391,1.09407,1.09345,1.09357
2026-01-25 09:00,1.09357,1.0937,1.09349,1.09352
2026-01-25 10:00,1.09352,1.09356,1.09283,1.0929
2026-01-25 11:00,1.0929,1.09309,1.09285,1.09305
2026-01-25 12:00,1.09305,1.09316,1.09179,1.09238
2026-01-25 13:00,1.09238,1.09326,1.09233,1.09318
2026-01-25 14:00,1.09318,1.09379,1.09307,1.09367
2026-01-25 15:00,1.09367,1.09454,1.09362,1.09442
2026-01-25 16:00,1.09442,1.09628,1.09421,1.09622
2026-01-25 17:00,1.09622,1.09625,1.09595,1.09606
2026-01-25 18:00,1.09606,1.09618,1.09593,1.09603
2026-01-25 19:00,1.09603,1.09624,1.096,1.0962
2026-01-25 20:00,1.0962,1.09698,1.09619,1.09697
2026-01-25 21:00,1.09697,1.09707,1.09682,1.0969
2026-01-25 22:00,1.0969,1.09695,1.09678,1.09683
2026-01-25 23:00,1.09683,1.09695,1.09676,1.09694
2026-01-26 00:00,1.09694,1.09695,1.09689,1.09693
2026-01-26 01:00,1.09693,1.097,1.09686,1.09689
2026-01-26 02:00,1.09689,1.09712,1.09689,1.09711
2026-01-26 03:00,1.09711,1.09717,1.0971,1.09716
2026-01-26 04:00,1.09716,1.09732,1.09716,1.09725
2026-01-26 05:00,1.09725,1.09733,1.09725,1.09733
2026-01-26 06:00,1.09733,1.09734,1.09719,1.09723
2026-01-26 07:00,1.09723,1.0973,1.09643,1.09662
2026-01-26 08:00,1.09662,1.09674,1.09661,1.09669
2026-01-26 09:00,1.09669,1.09694,1.09644,1.09686
2026-01-26 10:00,1.09686,1.09691,1.09595,1.0961
2026-01-26 11:00,1.0961,1.09622,1.09537,1.09558
2026-01-26 12:00,1.09558,1.09561,1.09497,1.09504
2026-01-26 13:00,1.09504,1.09531,1.09501,1.09526
2026-01-26 14:00,1.09526,1.09619,1.09504,1.096
2026-01-26 15:00,1.096,1.0961,1.09592,1.09594
2026-01-26 16:00,1.09594,1.09674,1.0959,1.09663
2026-01-26 17:00,1.09663,1.09702,1.09658,1.0968
2026-01-26 18:00,1.0968,1.09709,1.09674,1.09703
2026-01-26 19:00,1.09703,1.09711,1.09661,1.09664
2026-01-26 20:00,1.09664,1.09665,1.09646,1.09659
2026-01-26 21:00,1.09659,1.09674,1.09658,1.09659
2026-01-26 22:00,1.09659,1.09669,1.09577,1.0959
2026-01-26 23:00,1.0959,1.09596,1.09572,1.09581
2026-01-27 00:00,1.09581,1.09589,1.09581,1.09586
2026-01-27 01:00,1.09586,1.09589,1.09582,1.09583
2026-01-27 02:00,1.09583,1.09589,1.09569,1.0957
2026-01-27 03:00,1.0957,1.09574,1.09559,1.09561
2026-01-27 04:00,1.09561,1.09563,1.09555,1.09559
2026-01-27 05:00,1.09559,1.09571,1.09555,1.09566
2026-01-27 06:00,1.09566,1.09571,1.09553,1.09569
2026-01-27 07:00,1.09569,1.09639,1.09567,1.09632
2026-01-27 08:00,1.09632,1.09652,1.09622,1.09637
2026-01-27 09:00,1.09637,1.09683,1.0963,1.09674
2026-01-27 10:00,1.09674,1.09674,1.09652,1.09655
2026-01-27 11:00,1.09655,1.09785,1.09631,1.09777
2026-01-27 12:00,1.09777,1.0978,1.09736,1.09741
2026-01-27 13:00,1.09741,1.09877,1.09709,1.09846
2026-01-27 14:00,1.09846,1.09942,1.09815,1.09897
2026-01-27 15:00,1.09897,1.09908,1.09858,1.09879
2026-01-27 16:00,1.09879,1.09954,1.09861,1.09941
2026-01-27 17:00,1.09941,1.09966,1.09925,1.09956
2026-01-27 18:00,1.09956,1.09965,1.09942,1.09947
2026-01-27 19:00,1.09947,1.09951,1.0991,1.09925
2026-01-27 20:00,1.09925,1.09948,1.09911,1.09947
2026-01-27 21:00,1.09947,1.0995,1.0991,1.09923
2026-01-27 22:00,1.09923,1.09939,1.09865,1.09876
2026-01-27 23:00,1.09876,1.09899,1.09871,1.09882
2026-01-28 00:00,1.09882,1.09883,1.09878,1.09881
2026-01-28 01:00,1.09881,1.09882,1.0987,1.09871
2026-01-28 02:00,1.09871,1.09875,1.09842,1.09851
2026-01-28 03:00,1.09851,1.09859,1.09828,1.09834
2026-01-28 04:00,1.09834,1.09835,1.09816,1.09818
2026-01-28 05:00,1.09818,1.09823,1.09805,1.09811
2026-01-28 06:00,1.09811,1.09858,1.09805,1.09848
2026-01-28 07:00,1.09848,1.09872,1.09828,1.09828
2026-01-28 08:00,1.09828,1.09835,1.0982,1.0983
2026-01-28 09:00,1.0983,1.0985,1.09777,1.09784
2026-01-28 10:00,1.09784,1.09812,1.0975,1.09806
2026-01-28 11:00,1.09806,1.09894,1.09798,1.09874
2026-01-28 12:00,1.09874,1.09958,1.09845,1.0995
2026-01-28 13:00,1.0995,1.09993,1.09937,1.09974
2026-01-28 14:00,1.09974,1.10056,1.09937,1.10019
2026-01-28 15:00,1.10019,1.1002,1.09996,1.10015
2026-01-28 16:00,1.10015,1.10043,1.09949,1.09971
2026-01-28 17:00,1.09971,1.10013,1.09948,1.10005
2026-01-28 18:00,1.10005,1.10013,1.09987,1.1
2026-01-28 19:00,1.1,1.1006,1.0997,1.10057
2026-01-28 20:00,1.10057,1.10091,1.10046,1.10082
2026-01-28 21:00,1.10082,1.10086,1.10044,1.10048
2026-01-28 22:00,1.10048,1.10068,1.10042,1.10067
2026-01-28 23:00,1.10067,1.10071,1.10059,1.10065
2026-01-29 00:00,1.10065,1.10078,1.10062,1.10076
2026-01-29 01:00,1.10076,1.10082,1.10074,1.10081
2026-01-29 02:00,1.10081,1.10082,1.10062,1.10066
2026-01-29 03:00,1.10066,1.10067,1.10064,1.10066
2026-01-29 04:00,1.10066,1.10073,1.10058,1.10072
2026-01-29 05:00,1.10072,1.10073,1.10061,1.10068
2026-01-29 06:00,1.10068,1.10094,1.10062,1.10093
2026-01-29 07:00,1.10093,1.10132,1.10076,1.10119
2026-01-29 08:00,1.10119,1.10122,1.10039,1.10057
2026-01-29 09:00,1.10057,1.10072,1.10055,1.1007
2026-01-29 10:00,1.1007,1.10092,1.10004,1.10013
2026-01-29 11:00,1.10013,1.10023,1.10002,1.10008
2026-01-29 12:00,1.10008,1.10011,1.09942,1.09953
2026-01-29 13:00,1.09953,1.1008,1.09941,1.1006
2026-01-29 14:00,1.1006,1.10065,1.0982,1.0984
2026-01-29 15:00,1.0984,1.09874,1.09671,1.09711
2026-01-29 16:00,1.09711,1.0981,1.09698,1.09797
2026-01-29 17:00,1.09797,1.09801,1.09792,1.09799
2026-01-29 18:00,1.09799,1.0982,1.0979,1.09818
2026-01-29 19:00,1.09818,1.09857,1.09807,1.09852
2026-01-29 20:00,1.09852,1.09858,1.09818,1.09831
2026-01-29 21:00,1.09831,1.09864,1.09828,1.0986
2026-01-29 22:00,1.0986,1.09861,1.09815,1.09835
2026-01-29 23:00,1.09835,1.09837,1.09815,1.09816
2026-01-30 00:00,1.09816,1.09818,1.09803,1.09807
2026-01-30 01:00,1.09807,1.09811,1.09807,1.09808
2026-01-30 02:00,1.09808,1.09841,1.09803,1.09832
2026-01-30 03:00,1.09832,1.09833,1.0982,1.09822
2026-01-30 04:00,1.09822,1.09827,1.09802,1.09804
2026-01-30 05:00,1.09804,1.09823,1.09803,1.09816
2026-01-30 06:00,1.09816,1.09854,1.09798,1.09838
2026-01-30 07:00,1.09838,1.0984,1.09742,1.09761
2026-01-30 08:00,1.09761,1.09839,1.09735,1.09815
2026-01-30 09:00,1.09815,1.0983,1.09744,1.09762
2026-01-30 10:00,1.09762,1.09801,1.09739,1.09774
2026-01-30 11:00,1.09774,1.09808,1.09765,1.098
2026-01-30 12:00,1.098,1.09816,1.09794,1.09796
2026-01-30 13:00,1.09796,1.098,1.09711,1.09719
2026-01-30 14:00,1.09719,1.09758,1.09647,1.09683
2026-01-30 15:00,1.09683,1.09723,1.09683,1.09711
2026-01-30 16:00,1.09711,1.09831,1.09683,1.09798
2026-01-30 17:00,1.09798,1.09801,1.09783,1.09784
2026-01-30 18:00,1.09784,1.09788,1.09743,1.09752
2026-01-30 19:00,1.09752,1.09755,1.09706,1.09716
2026-01-30 20:00,1.09716,1.09719,1.09678,1.09688
2026-01-30 21:00,1.09688,1.09697,1.09663,1.09676
2026-01-30 22:00,1.09676,1.09684,1.09616,1.0962
2026-01-30 23:00,1.0962,1.09631,1.0958,1.09595
2026-01-31 00:00,1.09595,1.09598,1.09584,1.09585
2026-01-31 01:00,1.09585,1.09599,1.09582,1.09597
2026-01-31 02:00,1.09597,1.09605,1.09583,1.09587
2026-01-31 03:00,1.09587,1.09596,1.09583,1.09591
2026-01-31 04:00,1.09591,1.09598,1.0958,1.09582
2026-01-31 05:00,1.09582,1.09602,1.09571,1.09599
2026-01-31 06:00,1.09599,1.09608,1.09591,1.09606
2026-01-31 07:00,1.09606,1.09606,1.09595,1.09599
2026-01-31 08:00,1.09599,1.09611,1.09595,1.09607
2026-01-31 09:00,1.09607,1.0964,1.09577,1.09623
2026-01-31 10:00,1.09623,1.09629,1.0961,1.09626
2026-01-31 11:00,1.09626,1.09662,1.09621,1.09654
2026-01-31 12:00,1.09654,1.09747,1.0962,1.09733
2026-01-31 13:00,1.09733,1.0974,1.09697,1.09719
2026-01-31 14:00,1.09719,1.0985,1.09679,1.09844
2026-01-31 15:00,1.09844,1.09862,1.09743,1.09755
2026-01-31 16:00,1.09755,1.09756,1.09706,1.09721
2026-01-31 17:00,1.09721,1.09723,1.09667,1.09679
2026-01-31 18:00,1.09679,1.09681,1.0964,1.09655
2026-01-31 19:00,1.09655,1.09672,1.09635,1.09648
2026-01-31 20:00,1.09648,1.09659,1.09632,1.09638
2026-01-31 21:00,1.09638,1.09639,1.09607,1.09624
2026-01-31 22:00,1.09624,1.09641,1.09608,1.09622
2026-01-31 23:00,1.09622,1.09673,1.09602,1.09657
2026-02-01 00:00,1.09657,1.09661,1.09631,1.09635
2026-02-01 01:00,1.09635,1.09636,1.09625,1.09633
2026-02-01 02:00,1.09633,1.0964,1.09628,1.09629
2026-02-01 03:00,1.09629,1.09662,1.09624,1.09658
2026-02-01 04:00,1.09658,1.09673,1.09651,1.09665
2026-02-01 05:00,1.09665,1.09693,1.09663,1.0969
2026-02-01 06:00,1.0969,1.09708,1.09645,1.09651
2026-02-01 07:00,1.09651,1.09718,1.09634,1.09704
2026-02-01 08:00,1.09704,1.09743,1.09674,1.09676
2026-02-01 09:00,1.09676,1.09706,1.09652,1.09687
2026-02-01 10:00,1.09687,1.09743,1.09678,1.09719
2026-02-01 11:00,1.09719,1.09722,1.0968,1.09695
2026-02-01 12:00,1.09695,1.09704,1.09641,1.09642
2026-02-01 13:00,1.09642,1.09678,1.09616,1.09664
2026-02-01 14:00,1.09664,1.09671,1.09517,1.09574
2026-02-01 15:00,1.09574,1.09623,1.0948,1.09498
2026-02-01 16:00,1.09498,1.09592,1.09468,1.09541
2026-02-01 17:00,1.09541,1.09559,1.09534,1.09536
2026-02-01 18:00,1.09536,1.0954,1.09522,1.09535
2026-02-01 19:00,1.09535,1.09547,1.0953,1.09538
2026-02-01 20:00,1.09538,1.0957,1.09536,1.09558
2026-02-01 21:00,1.09558,1.09574,1.0953,1.09533
2026-02-01 22:00,1.09533,1.09533,1.09513,1.09518
2026-02-01 23:00,1.09518,1.09533,1.09515,1.09526
2026-02-02 00:00,1.09526,1.09536,1.09522,1.09534
2026-02-02 01:00,1.09534,1.09543,1.0953,1.09543
2026-02-02 02:00,1.09543,1.09547,1.09529,1.09534
2026-02-02 03:00,1.09534,1.09538,1.09531,1.09533
2026-02-02 04:00,1.09533,1.09544,1.09529,1.09539
2026-02-02 05:00,1.09539,1.09566,1.09534,1.09559
2026-02-02 06:00,1.09559,1.09582,1.09547,1.09581
2026-02-02 07:00,1.09581,1.09631,1.09579,1.09614
2026-02-02 08:00,1.09614,1.09682,1.09598,1.09668
2026-02-02 09:00,1.09668,1.09747,1.09653,1.09732
2026-02-02 10:00,1.09732,1.09742,1.09649,1.09676
2026-02-02 11:00,1.09676,1.09683,1.09672,1.09677
2026-02-02 12:00,1.09677,1.09738,1.09676,1.0973
2026-02-02 13:00,1.0973,1.09759,1.097,1.09721
2026-02-02 14:00,1.09721,1.09736,1.09589,1.09624
2026-02-02 15:00,1.09624,1.09738,1.09583,1.09701
2026-02-02 16:00,1.09701,1.09741,1.0966,1.09666
2026-02-02 17:00,1.09666,1.09676,1.0962,1.09625
2026-02-02 18:00,1.09625,1.09629,1.09622,1.09625
2026-02-02 19:00,1.09625,1.09633,1.09579,1.09584
2026-02-02 20:00,1.09584,1.09594,1.09573,1.09586
2026-02-02 21:00,1.09586,1.0961,1.09584,1.096
2026-02-02 22:00,1.096,1.09609,1.09597,1.09599
2026-02-02 23:00,1.09599,1.09608,1.09573,1.09584
2026-02-03 00:00,1.09584,1.09589,1.0958,1.09584
2026-02-03 01:00,1.09584,1.09591,1.09584,1.09589
2026-02-03 02:00,1.09589,1.09593,1.09571,1.09573
2026-02-03 03:00,1.09573,1.09581,1.09565,1.09569
2026-02-03 04:00,1.09569,1.09577,1.09565,1.09575
2026-02-03 05:00,1.09575,1.09589,1.09569,1.09584
2026-02-03 06:00,1.09584,1.09633,1.09572,1.09628
2026-02-03 07:00,1.09628,1.09682,1.09618,1.09666
2026-02-03 08:00,1.09666,1.09689,1.09661,1.09676
2026-02-03 09:00,1.09676,1.0971,1.09665,1.097
2026-02-03 10:00,1.097,1.09719,1.09648,1.09664
2026-02-03 11:00,1.09664,1.09684,1.09647,1.09667
2026-02-03 12:00,1.09667,1.0978,1.09665,1.09733
2026-02-03 13:00,1.09733,1.09777,1.09722,1.09762
2026-02-03 14:00,1.09762,1.09872,1.09738,1.09862
2026-02-03 15:00,1.09862,1.09894,1.09828,1.09884
2026-02-03 16:00,1.09884,1.0992,1.09868,1.09893
2026-02-03 17:00,1.09893,1.09904,1.09855,1.09864
2026-02-03 18:00,1.09864,1.09876,1.09847,1.09859
2026-02-03 19:00,1.09859,1.09871,1.09839,1.09869
2026-02-03 20:00,1.09869,1.09899,1.09864,1.09895
2026-02-03 21:00,1.09895,1.09908,1.09884,1.09905
2026-02-03 22:00,1.09905,1.09916,1.09895,1.099
2026-02-03 23:00,1.099,1.0992,1.09887,1.09887
2026-02-04 00:00,1.09887,1.09888,1.09854,1.09861
2026-02-04 01:00,1.09861,1.09865,1.09856,1.09859
2026-02-04 02:00,1.09859,1.09866,1.09855,1.09856
2026-02-04 03:00,1.09856,1.09881,1.09852,1.09877
2026-02-04 04:00,1.09877,1.09883,1.09869,1.0987
2026-02-04 05:00,1.0987,1.09871,1.09852,1.09852
2026-02-04 06:00,1.09852,1.09856,1.09787,1.09811
2026-02-04 07:00,1.09811,1.09821,1.09795,1.09797
2026-02-04 08:00,1.09797,1.0985,1.09795,1.09829
2026-02-04 09:00,1.09829,1.09899,1.09827,1.09882
2026-02-04 10:00,1.09882,1.09933,1.09881,1.09927
2026-02-04 11:00,1.09927,1.10006,1.09922,1.09998
2026-02-04 12:00,1.09998,1.10003,1.09927,1.09931
2026-02-04 13:00,1.09931,1.09983,1.09899,1.09917
2026-02-04 14:00,1.09917,1.10109,1.09883,1.10086
2026-02-04 15:00,1.10086,1.10152,1.10084,1.10148
2026-02-04 16:00,1.10148,1.10214,1.10113,1.1018
2026-02-04 17:00,1.1018,1.102,1.1013,1.10138
2026-02-04 18:00,1.10138,1.10143,1.1013,1.10141
2026-02-04 19:00,1.10141,1.10141,1.10103,1.10118
2026-02-04 20:00,1.10118,1.10152,1.10118,1.10143
2026-02-04 21:00,1.10143,1.10149,1.10104,1.10111
2026-02-04 22:00,1.10111,1.1015,1.10104,1.10145
2026-02-04 23:00,1.10145,1.10149,1.10123,1.10124
2026-02-05 00:00,1.10124,1.10131,1.10121,1.10123
2026-02-05 01:00,1.10123,1.10125,1.1011,1.10115
2026-02-05 02:00,1.10115,1.10124,1.10114,1.10119
2026-02-05 03:00,1.10119,1.10125,1.10107,1.10109
2026-02-05 04:00,1.10109,1.10117,1.10109,1.10116
2026-02-05 05:00,1.10116,1.1012,1.10094,1.10098
2026-02-05 06:00,1.10098,1.1012,1.10091,1.10119
2026-02-05 07:00,1.10119,1.10149,1.1006,1.10067
2026-02-05 08:00,1.10067,1.10075,1.10025,1.10055
2026-02-05 09:00,1.10055,1.10058,1.10026,1.10028
2026-02-05 10:00,1.10028,1.10059,1.09993,1.10037
2026-02-05 11:00,1.10037,1.1005,1.10028,1.10034
2026-02-05 12:00,1.10034,1.10075,1.10007,1.10042
2026-02-05 13:00,1.10042,1.10045,1.1,1.1
2026-02-05 14:00,1.1,1.10007,1.0994,1.09949
2026-02-05 15:00,1.09949,1.09977,1.09916,1.09973
2026-02-05 16:00,1.09973,1.0998,1.09931,1.09967
2026-02-05 17:00,1.09967,1.09981,1.09965,1.09979
2026-02-05 18:00,1.09979,1.09985,1.09917,1.0992
2026-02-05 19:00,1.0992,1.09937,1.09917,1.09925
2026-02-05 20:00,1.09925,1.0994,1.09918,1.09938
2026-02-05 21:00,1.09938,1.09939,1.09889,1.09892
2026-02-05 22:00,1.09892,1.09923,1.09892,1.09912
2026-02-05 23:00,1.09912,1.09918,1.09832,1.09833
2026-02-06 00:00,1.09833,1.09835,1.09823,1.09826
2026-02-06 01:00,1.09826,1.09826,1.09814,1.09821
2026-02-06 02:00,1.09821,1.09832,1.09821,1.09828
2026-02-06 03:00,1.09828,1.0985,1.09824,1.09847
2026-02-06 04:00,1.09847,1.09865,1.09847,1.09858
2026-02-06 05:00,1.09858,1.09865,1.09856,1.09865
2026-02-06 06:00,1.09865,1.09883,1.09845,1.0986
2026-02-06 07:00,1.0986,1.0987,1.09761,1.09764
2026-02-06 08:00,1.09764,1.09778,1.09748,1.09748
2026-02-06 09:00,1.09748,1.09787,1.09736,1.09776
2026-02-06 10:00,1.09776,1.09794,1.09759,1.09779
2026-02-06 11:00,1.09779,1.09799,1.09767,1.09773
2026-02-06 12:00,1.09773,1.09798,1.09706,1.0972
2026-02-06 13:00,1.0972,1.09782,1.097,1.09749
2026-02-06 14:00,1.09749,1.09808,1.09693,1.09698
2026-02-06 15:00,1.09698,1.09785,1.09691,1.09773
2026-02-06 16:00,1.09773,1.09822,1.09766,1.0982
2026-02-06 17:00,1.0982,1.09868,1.09817,1.09856
2026-02-06 18:00,1.09856,1.09861,1.09854,1.09855
2026-02-06 19:00,1.09855,1.09863,1.09839,1.09841
2026-02-06 20:00,1.09841,1.09901,1.09828,1.09886
2026-02-06 21:00,1.09886,1.09918,1.09865,1.09909
2026-02-06 22:00,1.09909,1.09932,1.09902,1.09931
2026-02-06 23:00,1.09931,1.09975,1.09908,1.09966
2026-02-07 00:00,1.09966,1.09979,1.09961,1.09979
2026-02-07 01:00,1.09979,1.09992,1.09971,1.09977
2026-02-07 02:00,1.09977,1.09986,1.09968,1.0997
2026-02-07 03:00,1.0997,1.09998,1.09968,1.09993
2026-02-07 04:00,1.09993,1.09994,1.09988,1.09992
2026-02-07 05:00,1.09992,1.09992,1.09967,1.09971
2026-02-07 06:00,1.09971,1.09972,1.09967,1.09969
2026-02-07 07:00,1.09969,1.09974,1.09901,1.09907
2026-02-07 08:00,1.09907,1.09927,1.09901,1.09922
2026-02-07 09:00,1.09922,1.09922,1.09833,1.09836
2026-02-07 10:00,1.09836,1.0987,1.09787,1.09798
2026-02-07 11:00,1.09798,1.09801,1.09794,1.09798
2026-02-07 12:00,1.09798,1.09912,1.09795,1.09894
2026-02-07 13:00,1.09894,1.09912,1.09887,1.09907
2026-02-07 14:00,1.09907,1.09922,1.09861,1.09865
2026-02-07 15:00,1.09865,1.0988,1.09804,1.09805
2026-02-07 16:00,1.09805,1.09812,1.09749,1.09752
2026-02-07 17:00,1.09752,1.09753,1.09723,1.09725
2026-02-07 18:00,1.09725,1.0977,1.09719,1.09759
2026-02-07 19:00,1.09759,1.09765,1.09746,1.09749
2026-02-07 20:00,1.09749,1.09779,1.09748,1.09773
2026-02-07 21:00,1.09773,1.09776,1.09739,1.09754
2026-02-07 22:00,1.09754,1.09776,1.0969,1.09697
2026-02-07 23:00,1.09697,1.09712,1.09688,1.0971
2026-02-08 00:00,1.0971,1.09722,1.09706,1.09717
2026-02-08 01:00,1.09717,1.09725,1.09705,1.09709
2026-02-08 02:00,1.09709,1.09726,1.09708,1.09724
2026-02-08 03:00,1.09724,1.09733,1.09723,1.09727
2026-02-08 04:00,1.09727,1.09751,1.09725,1.0975
2026-02-08 05:00,1.0975,1.09762,1.09743,1.09757
2026-02-08 06:00,1.09757,1.09781,1.09757,1.09776
2026-02-08 07:00,1.09776,1.0978,1.09764,1.09767
2026-02-08 08:00,1.09767,1.09828,1.09749,1.0982
2026-02-08 09:00,1.0982,1.09842,1.0981,1.09821
2026-02-08 10:00,1.09821,1.09822,1.09765,1.09783
2026-02-08 11:00,1.09783,1.09801,1.09761,1.09779
2026-02-08 12:00,1.09779,1.09784,1.09738,1.09741
2026-02-08 13:00,1.09741,1.09776,1.09678,1.09704
2026-02-08 14:00,1.09704,1.09731,1.0958,1.096
2026-02-08 15:00,1.096,1.09671,1.09575,1.0964
2026-02-08 16:00,1.0964,1.09698,1.09635,1.09682
2026-02-08 17:00,1.09682,1.09725,1.09668,1.0971
2026-02-08 18:00,1.0971,1.09729,1.09671,1.09687
2026-02-08 19:00,1.09687,1.09738,1.0968,1.09736
2026-02-08 20:00,1.09736,1.09741,1.09723,1.09737
2026-02-08 21:00,1.09737,1.09743,1.09735,1.09742
2026-02-08 22:00,1.09742,1.09747,1.09736,1.09738
2026-02-08 23:00,1.09738,1.09764,1.09696,1.09698
2026-02-09 00:00,1.09698,1.09703,1.09676,1.09684
2026-02-09 01:00,1.09684,1.09684,1.09677,1.09678
2026-02-09 02:00,1.09678,1.09693,1.09677,1.09691
2026-02-09 03:00,1.09691,1.09708,1.09689,1.09706
2026-02-09 04:00,1.09706,1.09713,1.09704,1.0971
2026-02-09 05:00,1.0971,1.09715,1.09696,1.09702
2026-02-09 06:00,1.09702,1.09704,1.09675,1.09693
2026-02-09 07:00,1.09693,1.09756,1.09693,1.09744
2026-02-09 08:00,1.09744,1.09756,1.09719,1.09719
2026-02-09 09:00,1.09719,1.09739,1.09707,1.09728
2026-02-09 10:00,1.09728,1.09729,1.09681,1.09683
2026-02-09 11:00,1.09683,1.09747,1.09655,1.09745
2026-02-09 12:00,1.09745,1.09777,1.09739,1.09769
2026-02-09 13:00,1.09769,1.09931,1.09747,1.0986
2026-02-09 14:00,1.0986,1.09899,1.09849,1.09893
2026-02-09 15:00,1.09893,1.10082,1.09845,1.10061
2026-02-09 16:00,1.10061,1.10192,1.10034,1.10141
2026-02-09 17:00,1.10141,1.10201,1.10135,1.102
2026-02-09 18:00,1.102,1.10241,1.10192,1.10236
2026-02-09 19:00,1.10236,1.10262,1.10225,1.10231
2026-02-09 20:00,1.10231,1.10265,1.10208,1.10256
2026-02-09 21:00,1.10256,1.1026,1.10225,1.1023
2026-02-09 22:00,1.1023,1.10244,1.10191,1.10191
2026-02-09 23:00,1.10191,1.1022,1.10182,1.10207
2026-02-10 00:00,1.10207,1.10215,1.10197,1.10197
2026-02-10 01:00,1.10197,1.10198,1.10191,1.10191
2026-02-10 02:00,1.10191,1.10192,1.10179,1.1018
2026-02-10 03:00,1.1018,1.10181,1.10163,1.10165
2026-02-10 04:00,1.10165,1.10174,1.10162,1.10172
2026-02-10 05:00,1.10172,1.10174,1.10157,1.1016
2026-02-10 06:00,1.1016,1.10208,1.10151,1.10185
2026-02-10 07:00,1.10185,1.10233,1.10184,1.10222
2026-02-10 08:00,1.10222,1.10223,1.10186,1.1019
2026-02-10 09:00,1.1019,1.10214,1.10168,1.10212
2026-02-10 10:00,1.10212,1.10271,1.10192,1.10247
2026-02-10 11:00,1.10247,1.10372,1.10239,1.10363
2026-02-10 12:00,1.10363,1.10376,1.10319,1.10337
2026-02-10 13:00,1.10337,1.10369,1.10322,1.10329
2026-02-10 14:00,1.10329,1.10402,1.10301,1.10369
2026-02-10 15:00,1.10369,1.1043,1.10362,1.10402
2026-02-10 16:00,1.10402,1.10507,1.10384,1.10499
2026-02-10 17:00,1.10499,1.10527,1.10487,1.10511
2026-02-10 18:00,1.10511,1.1052,1.10464,1.1048
2026-02-10 19:00,1.1048,1.10503,1.10479,1.10485
2026-02-10 20:00,1.10485,1.10486,1.10464,1.10466
2026-02-10 21:00,1.10466,1.1051,1.10454,1.10506
2026-02-10 22:00,1.10506,1.10555,1.10505,1.10548
2026-02-10 23:00,1.10548,1.10556,1.10544,1.10554
2026-02-11 00:00,1.10554,1.1057,1.10552,1.10568
2026-02-11 01:00,1.10568,1.10585,1.10567,1.10582
2026-02-11 02:00,1.10582,1.10592,1.10578,1.10586
2026-02-11 03:00,1.10586,1.10597,1.10582,1.10597
2026-02-11 04:00,1.10597,1.10604,1.10596,1.10601
2026-02-11 05:00,1.10601,1.10606,1.10591,1.10596
2026-02-11 06:00,1.10596,1.10599,1.10562,1.10569
